question,k,gold_chunk_ids,retrieved_chunk_ids,first_hit_rank,hit,hit_rate
这段内容主要讲解的是什么规则？,1,PPT_StewartCalcET7e_03_02_page_007_p7_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段内容主要讲解的是什么规则？,3,PPT_StewartCalcET7e_03_02_page_007_p7_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_PresentationSpecification_page_010_p10_c0",0,False,0.0
这段内容主要讲解的是什么规则？,5,PPT_StewartCalcET7e_03_02_page_007_p7_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_PresentationSpecification_page_010_p10_c0,PPT_all655920_page_002_p2_c0,PPT_lay_linalg5_01_05_page_009_p9_c2",0,False,0.0
这个例子中的问题编号是什么？,1,PPT_StewartCalcET7e_03_02_page_010_p10_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这个例子中的问题编号是什么？,3,PPT_StewartCalcET7e_03_02_page_010_p10_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0",0,False,0.0
这个例子中的问题编号是什么？,5,PPT_StewartCalcET7e_03_02_page_010_p10_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_CalculusReview_page_009_p9_c0,PPT_lay_linalg5_01_05_page_009_p9_c2",0,False,0.0
该问题的解答过程是怎样的？,1,PPT_StewartCalcET7e_03_02_page_010_p10_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
该问题的解答过程是怎样的？,3,PPT_StewartCalcET7e_03_02_page_010_p10_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_006_p6_c1,PPT_lecture1_page_009_p9_c0",0,False,0.0
该问题的解答过程是怎样的？,5,PPT_StewartCalcET7e_03_02_page_010_p10_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_006_p6_c1,PPT_lecture1_page_009_p9_c0,PPT_fundamental_theorem_of_calculus___page_002_p2_c0,PPT_ch7_page_021_p21_c1",0,False,0.0
求导过程中使用了哪种规则？,1,PPT_StewartCalcET7e_03_02_page_010_p10_c0,PPT_CalculusReview_page_002_p2_c0,0,False,0.0
求导过程中使用了哪种规则？,3,PPT_StewartCalcET7e_03_02_page_010_p10_c0,"PPT_CalculusReview_page_002_p2_c0,PPT_CalculusReview_page_004_p4_c0,PPT_StewartCalcET7e_03_02_page_012_p12_c0",0,False,0.0
求导过程中使用了哪种规则？,5,PPT_StewartCalcET7e_03_02_page_010_p10_c0,"PPT_CalculusReview_page_002_p2_c0,PPT_CalculusReview_page_004_p4_c0,PPT_StewartCalcET7e_03_02_page_012_p12_c0,PPT_StewartCalcET7e_03_02_page_014_p14_c0,PPT_CalculusReview_page_014_p14_c0",0,False,0.0
为什么在矩阵乘法中必须非常仔细地注意因子的顺序？,1,PPT_ch7_page_020_p20_c0,PPT_ch7_page_030_p30_c0,0,False,0.0
为什么在矩阵乘法中必须非常仔细地注意因子的顺序？,3,PPT_ch7_page_020_p20_c0,"PPT_ch7_page_030_p30_c0,PPT_ch7_page_021_p21_c0,PPT_ch7_page_021_p21_c1",0,False,0.0
为什么在矩阵乘法中必须非常仔细地注意因子的顺序？,5,PPT_ch7_page_020_p20_c0,"PPT_ch7_page_030_p30_c0,PPT_ch7_page_021_p21_c0,PPT_ch7_page_021_p21_c1,PPT_ch7_page_035_p35_c2,PPT_ch7_page_035_p35_c0",0,False,0.0
哪一项公式展示了矩阵乘法的结合律？,1,PPT_ch7_page_020_p20_c0,PPT_ch7_page_020_p20_c1,0,False,0.0
哪一项公式展示了矩阵乘法的结合律？,3,PPT_ch7_page_020_p20_c0,"PPT_ch7_page_020_p20_c1,PPT_ch7_page_030_p30_c0,PPT_ch7_page_021_p21_c0",0,False,0.0
哪一项公式展示了矩阵乘法的结合律？,5,PPT_ch7_page_020_p20_c0,"PPT_ch7_page_020_p20_c1,PPT_ch7_page_030_p30_c0,PPT_ch7_page_021_p21_c0,PPT_ch7_page_020_p20_c0,PPT_ch7_page_030_p30_c1",4,True,1.0
这一步骤的目的是将哪个变量的系数从2改为1？,1,PPT_lecture1_page_009_p9_c0,PPT_1001115_eng_page_015_p15_c0,0,False,0.0
这一步骤的目的是将哪个变量的系数从2改为1？,3,PPT_lecture1_page_009_p9_c0,"PPT_1001115_eng_page_015_p15_c0,PPT_lecture1_page_009_p9_c0,PPT_CalculusReview_page_009_p9_c0",2,True,1.0
这一步骤的目的是将哪个变量的系数从2改为1？,5,PPT_lecture1_page_009_p9_c0,"PPT_1001115_eng_page_015_p15_c0,PPT_lecture1_page_009_p9_c0,PPT_CalculusReview_page_009_p9_c0,PPT_ch7_page_035_p35_c2,PPT_CalculusReview_page_002_p2_c0",2,True,1.0
这段文字的标题是什么？,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段文字的标题是什么？,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
这段文字的标题是什么？,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0,PPT_all655920_page_001_p1_c0,PPT_PresentationSpecification_page_010_p10_c0",0,False,0.0
这份资料的标题是什么？,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这份资料的标题是什么？,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,PPT_PresentationSpecification_page_007_p7_c0",0,False,0.0
这份资料的标题是什么？,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,PPT_PresentationSpecification_page_007_p7_c0,PPT_1001115_eng_page_015_p15_c0,PPT_all655920_page_003_p3_c0",0,False,0.0
语言教师评估主要依据什么因素？,1,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,1,True,1.0
语言教师评估主要依据什么因素？,3,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,"PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_13 fallacies LALT2012_page_009_p9_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0",1,True,1.0
语言教师评估主要依据什么因素？,5,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,"PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_13 fallacies LALT2012_page_009_p9_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,PPT_13 fallacies LALT2012_page_009_p9_c2,PPT_13 fallacies LALT2012_page_009_p9_c1",1,True,1.0
这段文字开头提到的标题是什么？,1,PPT_1001115_eng_page_003_p3_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段文字开头提到的标题是什么？,3,PPT_1001115_eng_page_003_p3_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0",3,True,1.0
这段文字开头提到的标题是什么？,5,PPT_1001115_eng_page_003_p3_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0,PPT_EnglishtoAmericanTransition_page_017_p17_c0,PPT_PresentationSpecification_page_010_p10_c0",3,True,1.0
该文档的标题是什么？,1,PPT_1001115_eng_page_015_p15_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
该文档的标题是什么？,3,PPT_1001115_eng_page_015_p15_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0",2,True,1.0
该文档的标题是什么？,5,PPT_1001115_eng_page_015_p15_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0,PPT_PresentationSpecification_page_010_p10_c0,PPT_all655920_page_003_p3_c0",2,True,1.0
这段文字的标题是什么？,1,PPT_EnglishtoAmericanTransition_page_017_p17_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段文字的标题是什么？,3,PPT_EnglishtoAmericanTransition_page_017_p17_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
这段文字的标题是什么？,5,PPT_EnglishtoAmericanTransition_page_017_p17_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0,PPT_all655920_page_001_p1_c0,PPT_PresentationSpecification_page_010_p10_c0",0,False,0.0
这段资料的图表标题是什么？,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段资料的图表标题是什么？,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,PPT_CalculusReview_page_009_p9_c0",0,False,0.0
这段资料的图表标题是什么？,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,PPT_CalculusReview_page_009_p9_c0,PPT_1001115_eng_page_015_p15_c0,PPT_PresentationSpecification_page_010_p10_c0",0,False,0.0
这段内容的标题是什么？,1,PPT_BaharMartonosi_page_008_p8_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段内容的标题是什么？,3,PPT_BaharMartonosi_page_008_p8_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
这段内容的标题是什么？,5,PPT_BaharMartonosi_page_008_p8_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0,PPT_PresentationSpecification_page_010_p10_c0,PPT_BaharMartonosi_page_007_p7_c0",0,False,0.0
这段文字的标题是什么？,1,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段文字的标题是什么？,3,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
这段文字的标题是什么？,5,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0,PPT_all655920_page_001_p1_c0,PPT_PresentationSpecification_page_010_p10_c0",0,False,0.0
这段内容主要说明了什么学习目标？,1,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段内容主要说明了什么学习目标？,3,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_all655920_page_002_p2_c0",2,True,1.0
这段内容主要说明了什么学习目标？,5,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_all655920_page_002_p2_c0,PPT_BaharMartonosi_page_007_p7_c0,PPT_The Right Moves_page_024_p24_c0",2,True,1.0
本模块中学生需要分析和讨论哪些内容？,1,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,1,True,1.0
本模块中学生需要分析和讨论哪些内容？,3,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,"PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_all655920_page_002_p2_c0,PPT_PresentationSpecification_page_025_p25_c0",1,True,1.0
本模块中学生需要分析和讨论哪些内容？,5,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,"PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_all655920_page_002_p2_c0,PPT_PresentationSpecification_page_025_p25_c0,PPT_PresentationSpecification_page_010_p10_c0,PPT_PresentationSpecification_page_007_p7_c0",1,True,1.0
这段文字的标题是什么？,1,PPT_1637904769_page_017_p17_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段文字的标题是什么？,3,PPT_1637904769_page_017_p17_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
这段文字的标题是什么？,5,PPT_1637904769_page_017_p17_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_003_p3_c0,PPT_all655920_page_001_p1_c0,PPT_PresentationSpecification_page_010_p10_c0",0,False,0.0
在高斯消元法结束前进行回代之前，增广矩阵会变成什么形式？,1,PPT_ch7_page_053_p53_c0,PPT_ch7_page_053_p53_c0,1,True,1.0
在高斯消元法结束前进行回代之前，增广矩阵会变成什么形式？,3,PPT_ch7_page_053_p53_c0,"PPT_ch7_page_053_p53_c0,PPT_ch7_page_035_p35_c0,PPT_ch7_page_035_p35_c2",1,True,1.0
在高斯消元法结束前进行回代之前，增广矩阵会变成什么形式？,5,PPT_ch7_page_053_p53_c0,"PPT_ch7_page_053_p53_c0,PPT_ch7_page_035_p35_c0,PPT_ch7_page_035_p35_c2,PPT_ch7_page_035_p35_c1,PPT_lecture1_page_009_p9_c0",1,True,1.0
经过大量代数运算后，结果可能会接近什么样的表达式？,1,PPT_fundamental_theorem_of_calculus___page_006_p6_c0,PPT_fundamental_theorem_of_calculus___page_006_p6_c0,1,True,1.0
经过大量代数运算后，结果可能会接近什么样的表达式？,3,PPT_fundamental_theorem_of_calculus___page_006_p6_c0,"PPT_fundamental_theorem_of_calculus___page_006_p6_c0,PPT_lecture1_page_009_p9_c0,PPT_ch7_page_053_p53_c0",1,True,1.0
经过大量代数运算后，结果可能会接近什么样的表达式？,5,PPT_fundamental_theorem_of_calculus___page_006_p6_c0,"PPT_fundamental_theorem_of_calculus___page_006_p6_c0,PPT_lecture1_page_009_p9_c0,PPT_ch7_page_053_p53_c0,PPT_fundamental_theorem_of_calculus___page_002_p2_c0,PPT_CalculusReview_page_002_p2_c0",1,True,1.0
这段内容主要讨论的是什么数学概念？,1,PPT_CalculusReview_page_004_p4_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段内容主要讨论的是什么数学概念？,3,PPT_CalculusReview_page_004_p4_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_CalculusReview_page_009_p9_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
这段内容主要讨论的是什么数学概念？,5,PPT_CalculusReview_page_004_p4_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_CalculusReview_page_009_p9_c0,PPT_1001115_eng_page_003_p3_c0,PPT_fundamental_theorem_of_calculus___page_002_p2_c0,PPT_1001115_eng_page_015_p15_c0",0,False,0.0
这段文字开头提出的问题是什么？,1,PPT_MMAT5390Lecture1_page_023_p23_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段文字开头提出的问题是什么？,3,PPT_MMAT5390Lecture1_page_023_p23_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_EnglishtoAmericanTransition_page_017_p17_c0",0,False,0.0
这段文字开头提出的问题是什么？,5,PPT_MMAT5390Lecture1_page_023_p23_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_015_p15_c0,PPT_EnglishtoAmericanTransition_page_017_p17_c0,PPT_all655920_page_001_p1_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
哪一句说明了进一步应用乘积法则的结果？,1,PPT_StewartCalcET7e_03_02_page_012_p12_c0,PPT_ch7_page_020_p20_c1,0,False,0.0
哪一句说明了进一步应用乘积法则的结果？,3,PPT_StewartCalcET7e_03_02_page_012_p12_c0,"PPT_ch7_page_020_p20_c1,PPT_ch7_page_030_p30_c0,PPT_CalculusReview_page_002_p2_c0",0,False,0.0
哪一句说明了进一步应用乘积法则的结果？,5,PPT_StewartCalcET7e_03_02_page_012_p12_c0,"PPT_ch7_page_020_p20_c1,PPT_ch7_page_030_p30_c0,PPT_CalculusReview_page_002_p2_c0,PPT_StewartCalcET7e_03_02_page_012_p12_c0,PPT_CalculusReview_page_009_p9_c0",4,True,1.0
这段文字主要讨论的是什么数学概念？,1,PPT_lecture1_page_005_p5_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
这段文字主要讨论的是什么数学概念？,3,PPT_lecture1_page_005_p5_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_CalculusReview_page_009_p9_c0,PPT_1001115_eng_page_003_p3_c0",0,False,0.0
这段文字主要讨论的是什么数学概念？,5,PPT_lecture1_page_005_p5_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_CalculusReview_page_009_p9_c0,PPT_1001115_eng_page_003_p3_c0,PPT_CalculusReview_page_002_p2_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c1",0,False,0.0
文中提到的例子是用来说明什么概念的？,1,PPT_lecture1_page_005_p5_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
文中提到的例子是用来说明什么概念的？,3,PPT_lecture1_page_005_p5_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_EnglishtoAmericanTransition_page_017_p17_c0,PPT_13 fallacies LALT2012_page_010_p10_c0",0,False,0.0
文中提到的例子是用来说明什么概念的？,5,PPT_lecture1_page_005_p5_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_EnglishtoAmericanTransition_page_017_p17_c0,PPT_13 fallacies LALT2012_page_010_p10_c0,PPT_CalculusReview_page_009_p9_c0,PPT_BaharMartonosi_page_005_p5_c0",0,False,0.0
这段文字中提到的方程组涉及哪些变量？,1,PPT_lecture1_page_005_p5_c0,PPT_lecture1_page_005_p5_c0,1,True,1.0
这段文字中提到的方程组涉及哪些变量？,3,PPT_lecture1_page_005_p5_c0,"PPT_lecture1_page_005_p5_c0,PPT_lecture1_page_005_p5_c1,PPT_CalculusReview_page_009_p9_c0",1,True,1.0
这段文字中提到的方程组涉及哪些变量？,5,PPT_lecture1_page_005_p5_c0,"PPT_lecture1_page_005_p5_c0,PPT_lecture1_page_005_p5_c1,PPT_CalculusReview_page_009_p9_c0,PPT_ch7_page_057_p57_c1,PPT_lay_linalg5_01_05_page_005_p5_c0",1,True,1.0
联邦援助的受益人可能包括哪些机构？,1,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,1,True,1.0
联邦援助的受益人可能包括哪些机构？,3,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,"PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c1,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c2",1,True,1.0
联邦援助的受益人可能包括哪些机构？,5,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,"PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c1,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c2,PPT_LEP power point presentation-English-FINAL-10-31-07_page_008_p8_c0,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c3",1,True,1.0
联邦资金传递给子受助者时是否也包含在覆盖范围内？,1,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,1,True,1.0
联邦资金传递给子受助者时是否也包含在覆盖范围内？,3,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,"PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c2,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c1",1,True,1.0
联邦资金传递给子受助者时是否也包含在覆盖范围内？,5,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,"PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c0,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c2,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c1,PPT_LEP power point presentation-English-FINAL-10-31-07_page_006_p6_c3,PPT_LEP power point presentation-English-FINAL-10-31-07_page_008_p8_c0",1,True,1.0
考试的形式是书面还是口头？,1,PPT_all655920_page_001_p1_c0,PPT_all655920_page_001_p1_c0,1,True,1.0
考试的形式是书面还是口头？,3,PPT_all655920_page_001_p1_c0,"PPT_all655920_page_001_p1_c0,PPT_all655920_page_003_p3_c0,PPT_PresentationSpecification_page_010_p10_c0",1,True,1.0
考试的形式是书面还是口头？,5,PPT_all655920_page_001_p1_c0,"PPT_all655920_page_001_p1_c0,PPT_all655920_page_003_p3_c0,PPT_PresentationSpecification_page_010_p10_c0,PPT_PresentationSpecification_page_025_p25_c0,PPT_all655920_page_002_p2_c0",1,True,1.0
中级考试需要回答哪些类型的问题？,1,PPT_all655920_page_001_p1_c0,PPT_all655920_page_001_p1_c0,1,True,1.0
中级考试需要回答哪些类型的问题？,3,PPT_all655920_page_001_p1_c0,"PPT_all655920_page_001_p1_c0,PPT_all655920_page_002_p2_c0,PPT_PresentationSpecification_page_010_p10_c0",1,True,1.0
中级考试需要回答哪些类型的问题？,5,PPT_all655920_page_001_p1_c0,"PPT_all655920_page_001_p1_c0,PPT_all655920_page_002_p2_c0,PPT_PresentationSpecification_page_010_p10_c0,PPT_Transfer-Orientation-2012_page_004_p4_c0,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0",1,True,1.0
高级考试要求考生如何处理文章内容？,1,PPT_all655920_page_001_p1_c0,PPT_all655920_page_001_p1_c0,1,True,1.0
高级考试要求考生如何处理文章内容？,3,PPT_all655920_page_001_p1_c0,"PPT_all655920_page_001_p1_c0,PPT_Transfer-Orientation-2012_page_004_p4_c0,PPT_all655920_page_002_p2_c0",1,True,1.0
高级考试要求考生如何处理文章内容？,5,PPT_all655920_page_001_p1_c0,"PPT_all655920_page_001_p1_c0,PPT_Transfer-Orientation-2012_page_004_p4_c0,PPT_all655920_page_002_p2_c0,PPT_The Right Moves_page_010_p10_c0,PPT_The Right Moves_page_024_p24_c0",1,True,1.0
本文讨论的主题是什么？,1,PPT_1001115_eng_page_005_p5_c0,PPT_BaharMartonosi_page_006_p6_c0,0,False,0.0
本文讨论的主题是什么？,3,PPT_1001115_eng_page_005_p5_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_1001115_eng_page_003_p3_c0,PPT_BaharMartonosi_page_007_p7_c0",0,False,0.0
